rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
8827,3965201,K07546.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,44.113873,0.001449,-0.001449,164.8337,0.0254,-0.0254,2454997.834,0.0254,-0.0254,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003965/003965201/dv/kplr003965201-20160209194854_dvr.pdf,294.31064,39.049702,12.667,12.788,12.626,12.61,12.608,11.874,11.768,11.708
8828,4074294,K07547.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.892988877,2.016e-06,-2.016e-06,131.56303,0.00178,-0.00178,2454964.563,0.00178,-0.00178,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004074/004074294/dv/kplr004074294-20160209194854_dvr.pdf,295.72275,39.183449,13.013,13.366,12.944,12.862,12.82,11.987,11.667,11.647
8829,4380560,K07548.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.705816203,6.257e-06,-6.257e-06,131.94499,0.00821,-0.00821,2454964.945,0.00821,-0.00821,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004380/004380560/dv/kplr004380560-20160209194854_dvr.pdf,295.3815,39.453732,15.062,15.523,15.004,14.864,14.772,13.851,13.531,13.441
8830,4384652,K07549.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,1,q1_q17_dr25_sup_koi,374.51648,0.001454,-0.001454,430.92524,0.0025,-0.0025,2455263.925,0.0025,-0.0025,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,296.17712,39.439419,13.967,14.445,13.931,13.762,13.685,12.823,12.446,12.353
8831,4483235,K07550.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,1.7609276,1.597e-05,-1.597e-05,132.30263,0.00901,-0.00901,2454965.303,0.00901,-0.00901,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004483/004483235/dv/kplr004483235-20160209194854_dvr.pdf,296.23389,39.560089,13.505,13.541,13.492,13.545,13.587,12.915,12.868,12.789
8832,4662363,K07551.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,321.24194284,,,451.2907139,,,2455284.291,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,293.87805,39.789089,13.964,14.386,13.926,13.784,13.694,12.911,12.585,12.541
8833,4680745,K07552.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,1.463148937,9.267e-06,-9.267e-06,132.34802,0.00365,-0.00365,2454965.348,0.00365,-0.00365,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,297.77371,39.739441,11.614,11.899,11.566,11.492,11.449,10.672,10.467,10.393
8834,4851195,K07553.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,374.514471,0.001812,-0.001812,430.92258,0.0034,-0.0034,2455263.923,0.0034,-0.0034,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.82941,39.912182,14.505,14.877,14.443,14.345,14.324,13.42,13.131,13.143
8835,4862924,K07554.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,482.62011,0.03127,-0.03127,314.0653,0.0387,-0.0387,2455147.065,0.0387,-0.0387,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,298.27673,39.903851,14.519,14.93,14.472,14.343,14.263,13.438,13.156,13.087
8836,5024414,K07555.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.525924746,9.965e-06,-9.965e-06,132.69258,0.00613,-0.00613,2454965.693,0.00613,-0.00613,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005024/005024414/dv/kplr005024414-20160209194854_dvr.pdf,295.31638,40.18652,12.705,13.517,12.638,12.357,12.159,11.022,10.503,10.427
8837,5177065,K07556.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,1.25383162,5.404e-05,-5.404e-05,132.6237,0.0368,-0.0368,2454965.624,0.0368,-0.0368,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,288.81137,40.361938,12.005,12.283,11.944,11.886,11.876,11.045,10.836,10.795
8838,5268955,K07557.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,12.82252496,9.856e-05,-9.856e-05,137.3868282,0.0131,-0.0131,2454970.387,0.0131,-0.0131,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005268/005268955/dv/kplr005268955-20160209194854_dvr.pdf,289.96063,40.479839,11.863,12.361,11.818,11.65,11.6,10.702,10.419,10.403
8839,5271090,K07558.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.1551587,0.0001499,-0.0001499,139.292,0.0109,-0.0109,2454972.292,0.0109,-0.0109,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.56674,40.449902,15.413,16.091,15.358,15.122,14.985,13.937,13.419,13.391
8840,5444276,K07559.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,0.708965461,8.703e-06,-8.703e-06,132.20988,0.00986,-0.00986,2454965.21,0.00986,-0.00986,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.48553,40.630699,12.798,13.068,12.736,12.683,12.696,11.881,11.639,11.593
8841,5598645,K07560.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.648772102,4.225e-06,-4.225e-06,131.74503,0.00511,-0.00511,2454964.745,0.00511,-0.00511,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005598/005598645/dv/kplr005598645-20160209194854_dvr.pdf,283.78003,40.818779,11.693,12.365,11.647,11.405,11.271,10.245,9.75,9.709
8842,5696518,K07561.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.96391996,,,132.3687769,,,2454965.369,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,288.92908,40.917622,14.002,14.878,13.971,13.626,13.424,12.297,11.794,11.67
8843,5878506,K07562.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,11.76872507,,,137.1077498,,,2454970.108,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.5253,41.197231,15.327,16.476,15.263,14.835,14.594,13.444,12.813,12.698
8844,5908086,K07563.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.93705132,1.317e-05,-1.317e-05,132.0238,0.0111,-0.0111,2454965.024,0.0111,-0.0111,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005908/005908086/dv/kplr005908086-20160209194854_dvr.pdf,299.64996,41.113209,11.674,11.896,11.6,11.551,11.547,10.763,10.581,10.524
8845,6307243,K07564.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,451.86579,0.02203,-0.02203,254.8061,0.0325,-0.0325,2455087.806,0.0325,-0.0325,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,297.67926,41.613731,11.02,10.938,11.048,11.168,11.306,10.601,10.599,10.562
8846,6350522,K07565.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,491.52571,0.05131,-0.05131,248.9249,0.0617,-0.0617,2455081.925,0.0617,-0.0617,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,286.88757,41.75547,15.043,15.98,14.835,14.641,14.176,13.042,12.475,12.351
8847,6385302,K07566.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,411.54039644,,,185.353922,,,2455018.354,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,297.55707,41.78577,15.352,16.011,15.298,15.07,14.973,13.944,13.576,13.421
8848,6443274,K07567.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,608.20572,0.02616,-0.02616,160.7147,0.0341,-0.0341,2454993.715,0.0341,-0.0341,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,291.95438,41.826969,15.059,16.094,15.008,14.616,14.368,13.271,12.65,12.496
8849,6508734,K07568.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,480.03759,0.03725,-0.03725,318.4745,0.0377,-0.0377,2455151.475,0.0377,-0.0377,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,287.08438,41.95406,15.644,17.209,15.837,14.973,14.517,13.248,12.588,12.403
8850,6527050,K07569.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.87985197,,,131.7662713,,,2454964.766,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,293.2829,41.969261,15.867,16.444,15.811,15.62,15.529,14.602,14.28,14.275
8851,6590362,K07570.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.592618966,1.642e-06,-1.642e-06,132.09892,0.00238,-0.00238,2454965.099,0.00238,-0.00238,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006590/006590362/dv/kplr006590362-20160209194854_dvr.pdf,286.45126,42.012489,14.973,15.456,14.917,14.766,14.69,13.714,13.351,13.333
8852,6628740,K07571.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.532854237,2.903e-06,-2.903e-06,131.93754,0.00495,-0.00495,2454964.938,0.00495,-0.00495,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006628/006628740/dv/kplr006628740-20160209194854_dvr.pdf,297.58078,42.061459,13.644,14.067,13.594,13.462,13.347,12.443,12.222,12.133
8853,6876575,K07572.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,91.069934,0.007107,-0.007107,196.391,0.102,-0.102,2455029.391,0.102,-0.102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.51334,42.31879,9.748,9.663,9.776,9.92,10.012,9.399,9.408,9.378
8854,7031126,K07573.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.566802672,5.297e-06,-5.297e-06,131.81511,0.00869,-0.00869,2454964.815,0.00869,-0.00869,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007031/007031126/dv/kplr007031126-20160209194854_dvr.pdf,290.98584,42.595551,13.945,14.703,13.913,13.62,13.473,12.394,11.862,11.788
8855,7031208,K07574.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,0.566796331,6.339e-06,-6.339e-06,131.8335,0.0106,-0.0106,2454964.834,0.0106,-0.0106,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007031/007031208/dv/kplr007031208-20160209194854_dvr.pdf,291.0116,42.553822,15.322,15.733,15.286,15.146,15.099,14.241,13.915,13.948
8856,7031742,K07575.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.566785459,6.128e-06,-6.128e-06,131.82998,0.00792,-0.00792,2454964.83,0.00792,-0.00792,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007031/007031742/dv/kplr007031742-20160209194854_dvr.pdf,291.19305,42.556541,15.329,15.814,15.265,15.121,15.09,14.174,13.836,13.804
8857,7032568,K07576.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.566792936,7.891e-06,-7.891e-06,131.8166,0.0102,-0.0102,2454964.817,0.0102,-0.0102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007032/007032568/dv/kplr007032568-20160209194854_dvr.pdf,291.46033,42.581261,13.831,14.209,13.819,13.669,13.633,12.745,12.48,12.414
8858,7032687,K07577.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.5668004,5.762e-06,-5.762e-06,131.81997,0.00775,-0.00775,2454964.82,0.00775,-0.00775,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007032/007032687/dv/kplr007032687-20160209194854_dvr.pdf,291.49487,42.53331,15.77,16.224,15.742,15.576,15.49,14.622,14.319,14.303
8859,7115384,K07578.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,0.566793614,1.998e-06,-1.998e-06,131.65376,0.00347,-0.00347,2454964.654,0.00347,-0.00347,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,291.03226,42.650471,10.628,12.36,10.965,9.886,9.312,7.839,6.982,6.711
8860,7116282,K07579.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.566798676,6.446e-06,-6.446e-06,131.81422,0.00838,-0.00838,2454964.814,0.00838,-0.00838,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007116/007116282/dv/kplr007116282-20160209194854_dvr.pdf,291.3284,42.643028,15.591,16.217,15.539,15.323,15.184,14.176,13.739,13.582
8861,7116859,K07580.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,0.5667638,1.779e-05,-1.779e-05,131.8674,0.0309,-0.0309,2454964.867,0.0309,-0.0309,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007116/007116859/dv/kplr007116859-20160209194854_dvr.pdf,291.49725,42.618191,15.163,15.71,15.119,14.929,14.826,13.846,13.515,13.37
8862,7133286,K07581.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,38.51077573,1.168e-05,-1.168e-05,155.594831,0.000251,-0.000251,2454988.595,0.000251,-0.000251,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007133/007133286/dv/kplr007133286-20160209194854_dvr.pdf,296.05859,42.669567,13.035,13.889,12.995,12.668,,10.643,10.026,9.874
8863,7186259,K07582.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,4.23965309,,,132.9703967,,,2454965.97,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,286.94995,42.741459,14.125,14.468,14.066,13.978,13.92,13.052,12.81,12.849
8864,7214090,K07583.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.577910513,2.874e-06,-2.874e-06,131.79797,0.0042,-0.0042,2454964.798,0.0042,-0.0042,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007214/007214090/dv/kplr007214090-20160209194854_dvr.pdf,295.69482,42.756962,15.733,16.314,15.665,15.484,15.331,14.388,14.062,14.016
8865,7281694,K07584.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.566807725,5.572e-06,-5.572e-06,131.7888,0.00474,-0.00474,2454964.789,0.00474,-0.00474,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007281/007281694/dv/kplr007281694-20160209194854_dvr.pdf,291.68167,42.809319,13.903,14.726,13.822,13.55,13.387,12.353,11.82,11.74
8866,7362450,K07585.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,0.566807422,3.407e-06,-3.407e-06,131.81547,0.00651,-0.00651,2454964.815,0.00651,-0.00651,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007362/007362450/dv/kplr007362450-20160209194854_dvr.pdf,291.68283,42.932812,12.9,13.447,12.84,12.665,12.568,11.63,11.297,11.186
8867,8007262,K07586.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,1.345078434,9.939e-06,-9.939e-06,132.04218,0.00645,-0.00645,2454965.042,0.00645,-0.00645,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,281.88489,43.860657,12.583,13.031,12.605,,,11.448,11.305,11.249
8868,8096395,K07587.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,366.088938,0.004884,-0.004884,165.426,0.0107,-0.0107,2454998.426,0.0107,-0.0107,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008096/008096395/dv/kplr008096395-20160209194854_dvr.pdf,291.35892,43.93681,11.616,12.512,11.726,,,10.338,10.045,9.981
8869,8106973,K07588.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,439.1076969,0.0005448,-0.0005448,222.7449,0.00109,-0.00109,2455055.745,0.00109,-0.00109,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008106/008106973/dv/kplr008106973-20160209194854_dvr.pdf,295.01907,43.959839,15.862,16.412,15.824,15.626,15.504,14.549,14.122,14.151
8870,8168509,K07589.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,414.45008,0.0121,-0.0121,318.0665,0.0245,-0.0245,2455151.067,0.0245,-0.0245,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.8259,44.098389,13.913,14.149,13.842,13.812,13.767,12.914,12.723,12.711
8871,8258103,K07590.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,0.594003994,1.975e-06,-1.975e-06,132.07059,0.00268,-0.00268,2454965.071,0.00268,-0.00268,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,299.20239,44.14175,11.548,11.533,11.553,11.636,11.716,11.041,11.039,10.991
8872,8297319,K07591.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,328.32211,0.01347,-0.01347,144.0773,0.0361,-0.0361,2454977.077,0.0361,-0.0361,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.90695,44.291779,14.937,15.706,14.893,14.607,14.444,13.34,12.858,12.742
8873,8423344,K07592.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,381.97977,0.03982,-0.03982,163.1805,0.0511,-0.0511,2454996.18,0.0511,-0.0511,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,288.96823,44.448341,15.494,16.963,15.679,14.865,14.483,13.196,12.533,12.354
8874,8444868,K07593.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,67.412998,0.004731,-0.004731,196.1263,0.0587,-0.0587,2455029.126,0.0587,-0.0587,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008444/008444868/dv/kplr008444868-20160209194854_dvr.pdf,296.70224,44.449451,13.667,14.005,13.622,13.522,13.482,12.646,12.44,12.369
8875,8579684,K07594.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,2.08802799,2.365e-05,-2.365e-05,132.08475,0.00824,-0.00824,2454965.085,0.00824,-0.00824,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,298.20016,44.608501,12.579,12.874,12.528,12.453,12.429,11.57,11.426,11.346
8876,8649876,K07595.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,10.4212788,0.0003187,-0.0003187,140.6517,0.0239,-0.0239,2454973.652,0.0239,-0.0239,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008649/008649876/dv/kplr008649876-20160209194854_dvr.pdf,299.53748,44.71151,12.556,13.018,12.519,12.358,12.3,11.396,11.167,11.092
8877,8682094,K07596.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,359.8249913,,,284.5268595,,,2455117.527,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,289.0155,44.88205,15.733,16.621,15.659,15.352,15.188,14.041,13.501,13.385
8878,8846809,K07597.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,0.778705577,3.348e-06,-3.348e-06,131.64448,0.00294,-0.00294,2454964.644,0.00294,-0.00294,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008846/008846809/dv/kplr008846809-20160209194854_dvr.pdf,300.63303,45.07666,10.152,10.188,10.14,10.213,10.264,9.588,9.556,9.483
8879,8868686,K07598.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,4.44709107,7.07e-05,-7.07e-05,133.9044,0.0132,-0.0132,2454966.904,0.0132,-0.0132,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008868/008868686/dv/kplr008868686-20160209194854_dvr.pdf,284.41647,45.138889,13.51,13.897,13.453,13.345,13.266,12.4,12.068,12.011
8880,9025662,K07599.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,293.70696,0.01554,-0.01554,350.5928,0.0353,-0.0353,2455183.593,0.0353,-0.0353,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,293.16879,45.38773,15.51,15.956,15.481,15.319,15.213,14.326,13.985,13.904
8881,9092897,K07600.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,3.9169155,,,132.2130377,,,2454965.213,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,293.34308,45.444969,12.94,13.105,12.885,12.872,12.847,12.111,11.926,11.875
8882,9246715,K07601.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,342.55315723,9.734e-05,-9.734e-05,337.516722,0.000183,-0.000183,2455170.517,0.000183,-0.000183,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009246/009246715/dv/kplr009246715-20160209194854_dvr.pdf,300.95135,45.604118,9.266,10.082,9.24,8.916,8.764,7.679,7.208,7.085
8883,9292130,K07602.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,362.747593,0.007962,-0.007962,368.2357,0.0301,-0.0301,2455201.236,0.0301,-0.0301,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,296.06937,45.703098,10.662,10.984,10.596,10.524,10.487,9.645,9.369,9.332
8884,9541144,K07603.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,1,q1_q17_dr25_sup_koi,0.536650344,7.98e-06,-7.98e-06,131.7073,0.0145,-0.0145,2454964.707,0.0145,-0.0145,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009541/009541144/dv/kplr009541144-20160209194854_dvr.pdf,297.28665,46.139839,13.921,14.599,13.881,13.631,13.494,12.511,12.102,12.005
8885,9595956,K07604.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,316.950146,,,280.9211479,,,2455113.921,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,294.91272,46.264839,16.923,17.763,16.842,16.563,16.373,15.312,14.759,14.811
8886,9655792,K07605.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,589.74851,0.01735,-0.01735,241.6495,0.0199,-0.0199,2455074.649,0.0199,-0.0199,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,294.4686,46.34129,14.839,15.318,14.798,14.633,14.596,13.694,13.363,13.293
8887,9970396,K07606.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,235.2976173,0.0007062,-0.0007062,219.44696,0.00152,-0.00152,2455052.447,0.00152,-0.00152,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009970/009970396/dv/kplr009970396-20160209194854_dvr.pdf,298.70981,46.833031,11.447,12.274,11.403,11.092,10.909,9.742,9.182,9.081
8888,10079420,K07607.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,54.54312996,,,169.8591463,,,2455002.859,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010079/010079420/dv/kplr010079420-20160209194854_dvr.pdf,293.54141,47.007912,11.642,11.811,11.585,11.574,11.604,10.789,10.62,10.572
8889,10253638,K07608.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,7.4539297,,,137.33196,,,2454970.332,,,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010253/010253638/dv/kplr010253638-20160209194854_dvr.pdf,281.63889,47.314121,13.272,13.547,13.22,13.154,13.153,12.301,12.058,11.992
8890,10267121,K07609.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,36.136968,0.001731,-0.001731,137.0578,0.0587,-0.0587,2454970.058,0.0587,-0.0587,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010267/010267121/dv/kplr010267121-20160209194854_dvr.pdf,288.91046,47.396709,15.44,15.855,15.385,15.262,15.189,14.312,14.024,13.984
8891,10341777,K07610.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.933746709,5.092e-06,-5.092e-06,132.4539,0.00564,-0.00564,2454965.454,0.00564,-0.00564,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010341/010341777/dv/kplr010341777-20160209194854_dvr.pdf,292.71817,47.469891,13.087,13.087,12.74,12.633,12.591,11.796,11.5,11.463
8892,10407271,K07611.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.93376738,1.201e-05,-1.201e-05,132.4404,0.0137,-0.0137,2454965.44,0.0137,-0.0137,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010407/010407271/dv/kplr010407271-20160209194854_dvr.pdf,292.86078,47.57457,14.985,15.537,14.954,14.748,14.649,13.7,13.307,13.351
